function,rows,columns,str_len,repeat,times
apply_lambda_lower,1,1,16,1000,0.00019498099572956562
apply_lambda_lower,1,1,16,1000,0.00019083498045802116
apply_lambda_lower,1,1,16,1000,0.00019563798559829593
apply_lambda_lower,1,1,16,1000,0.00020672098617069423
apply_lambda_lower,1,1,16,1000,0.00022699299734085798
apply_lambda_lower,1,1,16,1000,0.00022881399490870535
apply_lambda_lower,1,1,16,1000,0.00022966600954532623
apply_lambda_lower,1,1,16,1000,0.00020679400768131018
apply_lambda_lower,1,1,16,1000,0.00019127698033116758
apply_lambda_lower,1,1,16,1000,0.00019439999596215785
apply_lambda_lower,1,1,16,1000,0.00019120800425298512
apply_lambda_lower,1,1,16,1000,0.00019309300114400685
apply_lambda_lower,1,1,16,1000,0.00019323398009873927
apply_lambda_lower,1,1,16,1000,0.0001922020164784044
apply_lambda_lower,1,1,16,1000,0.0001969620061572641
apply_lambda_lower,1,1,16,1000,0.00021156101138330996
apply_lambda_lower,1,1,16,1000,0.00027551400125958025
apply_lambda_lower,1,1,16,1000,0.00023271198733709753
apply_lambda_lower,1,1,16,1000,0.00022637000074610114
apply_lambda_lower,1,1,16,1000,0.0002281680062878877
apply_lambda_lower,1,1,16,1000,0.00021153700072318316
apply_lambda_lower,1,1,16,1000,0.00020775699522346258
apply_lambda_lower,1,1,16,1000,0.00020393301383592188
apply_lambda_lower,1,1,16,1000,0.0002027600130531937
apply_lambda_lower,1,1,16,1000,0.00020465400302782655
apply_lambda_lower,1,1,16,1000,0.00020497498917393386
apply_lambda_lower,1,1,16,1000,0.00020398999913595617
apply_lambda_lower,1,1,16,1000,0.0002007919829338789
apply_lambda_lower,1,1,16,1000,0.0002007570001296699
apply_lambda_lower,1,1,16,1000,0.00020615599351003766
apply_lambda_lower,1,1,16,1000,0.00020325498189777136
apply_lambda_lower,1,1,16,1000,0.0002014230121858418
apply_lambda_lower,1,1,16,1000,0.00020626201876439154
apply_lambda_lower,1,1,16,1000,0.00021157102310098708
apply_lambda_lower,1,1,16,1000,0.00021562899928539991
apply_lambda_lower,1,1,16,1000,0.00021488097263500094
apply_lambda_lower,1,1,16,1000,0.00021433099755086005
apply_lambda_lower,1,1,16,1000,0.00021620700135827065
apply_lambda_lower,1,1,16,1000,0.00021436202223412693
apply_lambda_lower,1,1,16,1000,0.00027533300453796983
apply_lambda_lower,1,1,16,1000,0.00024125599884428084
apply_lambda_lower,1,1,16,1000,0.00021511802333407104
apply_lambda_lower,1,1,16,1000,0.00021368300076574087
apply_lambda_lower,1,1,16,1000,0.0002161290030926466
apply_lambda_lower,1,1,16,1000,0.00021955001284368336
apply_lambda_lower,1,1,16,1000,0.0002163299941457808
apply_lambda_lower,1,1,16,1000,0.00021457599359564483
apply_lambda_lower,1,1,16,1000,0.00021369298337958753
apply_lambda_lower,1,1,16,1000,0.00021745401318185031
apply_lambda_lower,1,1,16,1000,0.0002158900024369359
apply_lambda_lower,1,1,16,1000,0.00021483999444171786
apply_lambda_lower,1,1,16,1000,0.00021401100093498826
apply_lambda_lower,1,1,16,1000,0.00021521601593121886
apply_lambda_lower,1,1,16,1000,0.00021488199126906693
apply_lambda_lower,1,1,16,1000,0.00021392799681052566
apply_lambda_lower,1,1,16,1000,0.00021229800768196583
apply_lambda_lower,1,1,16,1000,0.0002125329920090735
apply_lambda_lower,1,1,16,1000,0.00021973199909552932
apply_lambda_lower,1,1,16,1000,0.0002627199864946306
apply_lambda_lower,1,1,16,1000,0.00021571700926870108
apply_lambda_lower,1,1,16,1000,0.00021579398890025914
apply_lambda_lower,1,1,16,1000,0.00021709399879910052
apply_lambda_lower,1,1,16,1000,0.00044914899626746774
apply_lambda_lower,1,1,16,1000,0.00023262601462192833
apply_lambda_lower,1,1,16,1000,0.00022992200683802366
apply_lambda_lower,1,1,16,1000,0.00021853501675650477
apply_lambda_lower,1,1,16,1000,0.00021557099535129964
apply_lambda_lower,1,1,16,1000,0.00021701300283893943
apply_lambda_lower,1,1,16,1000,0.00021815401851199567
apply_lambda_lower,1,1,16,1000,0.00021876799291931093
apply_lambda_lower,1,1,16,1000,0.00021626800298690796
apply_lambda_lower,1,1,16,1000,0.00021450399071909487
apply_lambda_lower,1,1,16,1000,0.00021377697703428566
apply_lambda_lower,1,1,16,1000,0.0002034009958151728
apply_lambda_lower,1,1,16,1000,0.00020154999219812453
apply_lambda_lower,1,1,16,1000,0.00021239399211481214
apply_lambda_lower,1,1,16,1000,0.00020673798280768096
apply_lambda_lower,1,1,16,1000,0.00020288699306547642
apply_lambda_lower,1,1,16,1000,0.00020061901886947453
apply_lambda_lower,1,1,16,1000,0.00020137100364081562
apply_lambda_lower,1,1,16,1000,0.00020256300922483206
apply_lambda_lower,1,1,16,1000,0.00020390699501149356
apply_lambda_lower,1,1,16,1000,0.00019444699864834547
apply_lambda_lower,1,1,16,1000,0.0001891859865281731
apply_lambda_lower,1,1,16,1000,0.00018968700896948576
apply_lambda_lower,1,1,16,1000,0.0002571370278019458
apply_lambda_lower,1,1,16,1000,0.0002094819792546332
apply_lambda_lower,1,1,16,1000,0.000214998988667503
apply_lambda_lower,1,1,16,1000,0.00021420599659904838
apply_lambda_lower,1,1,16,1000,0.0002172499953303486
apply_lambda_lower,1,1,16,1000,0.00019812697428278625
apply_lambda_lower,1,1,16,1000,0.0001931440201587975
apply_lambda_lower,1,1,16,1000,0.00019103000522591174
apply_lambda_lower,1,1,16,1000,0.00019217701628804207
apply_lambda_lower,1,1,16,1000,0.0002143520105164498
apply_lambda_lower,1,1,16,1000,0.00020564100123010576
apply_lambda_lower,1,1,16,1000,0.00020462297834455967
apply_lambda_lower,1,1,16,1000,0.00020274700364097953
apply_lambda_lower,1,1,16,1000,0.00020446800044737756
apply_lambda_lower,1,1,16,1000,0.00020511000184342265
apply_lambda_lower,1,1,16,1000,0.00021318902145139873
apply_lambda_lower,1,1,16,1000,0.00021557899890467525
apply_lambda_lower,1,1,16,1000,0.00021571299294009805
apply_lambda_lower,1,1,16,1000,0.0002125409955624491
apply_lambda_lower,1,1,16,1000,0.00019248700118623674
apply_lambda_lower,1,1,16,1000,0.0001920729991979897
apply_lambda_lower,1,1,16,1000,0.00019544101087376475
apply_lambda_lower,1,1,16,1000,0.00018979300512000918
apply_lambda_lower,1,1,16,1000,0.0001941210066433996
apply_lambda_lower,1,1,16,1000,0.0011547219764906913
apply_lambda_lower,1,1,16,1000,0.00021229000412859023
apply_lambda_lower,1,1,16,1000,0.0001915500033646822
apply_lambda_lower,1,1,16,1000,0.00019598501967266202
apply_lambda_lower,1,1,16,1000,0.0001942710077855736
apply_lambda_lower,1,1,16,1000,0.0001922000083141029
apply_lambda_lower,1,1,16,1000,0.00022043698118068278
apply_lambda_lower,1,1,16,1000,0.0002299330080859363
apply_lambda_lower,1,1,16,1000,0.0002253660059068352
apply_lambda_lower,1,1,16,1000,0.00022649700986221433
apply_lambda_lower,1,1,16,1000,0.0002087760076392442
apply_lambda_lower,1,1,16,1000,0.000201062997803092
apply_lambda_lower,1,1,16,1000,0.00020342000061646104
apply_lambda_lower,1,1,16,1000,0.00020270698587410152
apply_lambda_lower,1,1,16,1000,0.00021342499530874193
apply_lambda_lower,1,1,16,1000,0.00021232798462733626
apply_lambda_lower,1,1,16,1000,0.00021206101519055665
apply_lambda_lower,1,1,16,1000,0.00021494700922630727
apply_lambda_lower,1,1,16,1000,0.0002213910047430545
apply_lambda_lower,1,1,16,1000,0.00020448799477890134
apply_lambda_lower,1,1,16,1000,0.00020342099014669657
apply_lambda_lower,1,1,16,1000,0.00020115397637709975
apply_lambda_lower,1,1,16,1000,0.00020216198754496872
apply_lambda_lower,1,1,16,1000,0.0002030429895967245
apply_lambda_lower,1,1,16,1000,0.0002023570123128593
apply_lambda_lower,1,1,16,1000,0.0002012189943343401
apply_lambda_lower,1,1,16,1000,0.000194708991330117
apply_lambda_lower,1,1,16,1000,0.00019093198352493346
apply_lambda_lower,1,1,16,1000,0.00019020700710825622
apply_lambda_lower,1,1,16,1000,0.00019619101658463478
apply_lambda_lower,1,1,16,1000,0.00019308499759063125
apply_lambda_lower,1,1,16,1000,0.00019574700854718685
apply_lambda_lower,1,1,16,1000,0.00020487498841248453
apply_lambda_lower,1,1,16,1000,0.0002033169730566442
apply_lambda_lower,1,1,16,1000,0.00020037899957969785
apply_lambda_lower,1,1,16,1000,0.00020425498951226473
apply_lambda_lower,1,1,16,1000,0.00021118400036357343
apply_lambda_lower,1,1,16,1000,0.00021442800061777234
apply_lambda_lower,1,1,16,1000,0.0003454890102148056
apply_lambda_lower,1,1,16,1000,0.0003750420000869781
apply_lambda_lower,1,1,16,1000,0.0002552779915276915
apply_lambda_lower,1,1,16,1000,0.00023178200353868306
apply_lambda_lower,1,1,16,1000,0.00022987197735346854
apply_lambda_lower,1,1,16,1000,0.0002296009915880859
apply_lambda_lower,1,1,16,1000,0.00022762900334782898
apply_lambda_lower,1,1,16,1000,0.0002326230169273913
apply_lambda_lower,1,1,16,1000,0.00024097997811622918
apply_lambda_lower,1,1,16,1000,0.00020700899767689407
apply_lambda_lower,1,1,16,1000,0.00020219600992277265
apply_lambda_lower,1,1,16,1000,0.00020240998128429055
apply_lambda_lower,1,1,16,1000,0.00020325399236753583
apply_lambda_lower,1,1,16,1000,0.00019160599913448095
apply_lambda_lower,1,1,16,1000,0.0001918210182338953
apply_lambda_lower,1,1,16,1000,0.00019139901269227266
apply_lambda_lower,1,1,16,1000,0.00019170899759046733
apply_lambda_lower,1,1,16,1000,0.0002119429991580546
apply_lambda_lower,1,1,16,1000,0.00021972600370645523
apply_lambda_lower,1,1,16,1000,0.00019117200281471014
apply_lambda_lower,1,1,16,1000,0.00022763002198189497
apply_lambda_lower,1,1,16,1000,0.000195796019397676
apply_lambda_lower,1,1,16,1000,0.0001988569856621325
apply_lambda_lower,1,1,16,1000,0.0002144940081052482
apply_lambda_lower,1,1,16,1000,0.00022687800810672343
apply_lambda_lower,1,1,16,1000,0.0002282559871673584
apply_lambda_lower,1,1,16,1000,0.00022750798962078989
apply_lambda_lower,1,1,16,1000,0.00021731600281782448
apply_lambda_lower,1,1,16,1000,0.00021749298321083188
apply_lambda_lower,1,1,16,1000,0.00021885699243284762
apply_lambda_lower,1,1,16,1000,0.00022576199262402952
apply_lambda_lower,1,1,16,1000,0.00024890797794796526
apply_lambda_lower,1,1,16,1000,0.00024725700495764613
apply_lambda_lower,1,1,16,1000,0.00024262999068014324
apply_lambda_lower,1,1,16,1000,0.0002511229831725359
apply_lambda_lower,1,1,16,1000,0.0002541150024626404
apply_lambda_lower,1,1,16,1000,0.0002328879781998694
apply_lambda_lower,1,1,16,1000,0.0002207100042141974
apply_lambda_lower,1,1,16,1000,0.00041901299846358597
apply_lambda_lower,1,1,16,1000,0.0006669290014542639
apply_lambda_lower,1,1,16,1000,0.0004187439917586744
apply_lambda_lower,1,1,16,1000,0.00046897699940018356
apply_lambda_lower,1,1,16,1000,0.00044643200817517936
apply_lambda_lower,1,1,16,1000,0.00043005499173887074
apply_lambda_lower,1,1,16,1000,0.00027319599757902324
apply_lambda_lower,1,1,16,1000,0.00029066900606267154
apply_lambda_lower,1,1,16,1000,0.00025290000485256314
apply_lambda_lower,1,1,16,1000,0.0002524550072848797
apply_lambda_lower,1,1,16,1000,0.0002467079902999103
apply_lambda_lower,1,1,16,1000,0.00022957200417295098
apply_lambda_lower,1,1,16,1000,0.00023184900055639446
apply_lambda_lower,1,1,16,1000,0.00021542300237342715
apply_lambda_lower,1,1,16,1000,0.0002160159929189831
apply_lambda_lower,1,1,16,1000,0.00021722499513998628
apply_lambda_lower,1,1,16,1000,0.00022001698380336165
apply_lambda_lower,1,1,16,1000,0.0002157689887098968
apply_lambda_lower,1,1,16,1000,0.00021675199968740344
apply_lambda_lower,1,1,16,1000,0.00021651299903169274
apply_lambda_lower,1,1,16,1000,0.00021517599816434085
apply_lambda_lower,1,1,16,1000,0.00018276498303748667
apply_lambda_lower,1,1,16,1000,0.00018065801123157144
apply_lambda_lower,1,1,16,1000,0.00018364901188760996
apply_lambda_lower,1,1,16,1000,0.00018576098955236375
apply_lambda_lower,1,1,16,1000,0.00021530099911615252
apply_lambda_lower,1,1,16,1000,0.0001847649982664734
apply_lambda_lower,1,1,16,1000,0.00018337898654863238
apply_lambda_lower,1,1,16,1000,0.00018208802794106305
apply_lambda_lower,1,1,16,1000,0.00018326699500903487
apply_lambda_lower,1,1,16,1000,0.0001876110036391765
apply_lambda_lower,1,1,16,1000,0.00020297401351854205
apply_lambda_lower,1,1,16,1000,0.00020288798259571195
apply_lambda_lower,1,1,16,1000,0.00020505199790932238
apply_lambda_lower,1,1,16,1000,0.00020314499852247536
apply_lambda_lower,1,1,16,1000,0.00019273601355962455
apply_lambda_lower,1,1,16,1000,0.00019089801935479045
apply_lambda_lower,1,1,16,1000,0.00018471898511052132
apply_lambda_lower,1,1,16,1000,0.00018204102525487542
apply_lambda_lower,1,1,16,1000,0.00018242598162032664
apply_lambda_lower,1,1,16,1000,0.00018204600200988352
apply_lambda_lower,1,1,16,1000,0.00018075801199302077
apply_lambda_lower,1,1,16,1000,0.00018182897474616766
apply_lambda_lower,1,1,16,1000,0.0001840570184867829
apply_lambda_lower,1,1,16,1000,0.00018504500621929765
apply_lambda_lower,1,1,16,1000,0.00026695599080994725
apply_lambda_lower,1,1,16,1000,0.0004400560283102095
apply_lambda_lower,1,1,16,1000,0.00047355698188766837
apply_lambda_lower,1,1,16,1000,0.0004094580071978271
apply_lambda_lower,1,1,16,1000,0.0004391770053189248
apply_lambda_lower,1,1,16,1000,0.0002884620043914765
apply_lambda_lower,1,1,16,1000,0.0002318199840374291
apply_lambda_lower,1,1,16,1000,0.00021739501971751451
apply_lambda_lower,1,1,16,1000,0.0002184690092690289
apply_lambda_lower,1,1,16,1000,0.00023138700635172427
apply_lambda_lower,1,1,16,1000,0.0002202860196121037
apply_lambda_lower,1,1,16,1000,0.00023038801737129688
apply_lambda_lower,1,1,16,1000,0.0002313510049134493
apply_lambda_lower,1,1,16,1000,0.00025022198678925633
apply_lambda_lower,1,1,16,1000,0.00021072401432320476
apply_lambda_lower,1,1,16,1000,0.0002065870212391019
apply_lambda_lower,1,1,16,1000,0.00020494798081927001
apply_lambda_lower,1,1,16,1000,0.00020264400518499315
apply_lambda_lower,1,1,16,1000,0.00022262500715442002
apply_lambda_lower,1,1,16,1000,0.00023488400620408356
apply_lambda_lower,1,1,16,1000,0.00022975701722316444
apply_lambda_lower,1,1,16,1000,0.0002284199872519821
apply_lambda_lower,1,1,16,1000,0.00022616199566982687
apply_lambda_lower,1,1,16,1000,0.00022660399554297328
apply_lambda_lower,1,1,16,1000,0.00022917200112715364
apply_lambda_lower,1,1,16,1000,0.00022698898101225495
apply_lambda_lower,1,1,16,1000,0.0002272640122100711
apply_lambda_lower,1,1,16,1000,0.00022784399334341288
apply_lambda_lower,1,1,16,1000,0.00021751699387095869
apply_lambda_lower,1,1,16,1000,0.00017374198068864644
apply_lambda_lower,1,1,16,1000,0.00017282599583268166
apply_lambda_lower,1,1,16,1000,0.00018215601448900998
apply_lambda_lower,1,1,16,1000,0.00018061001901514828
apply_lambda_lower,1,1,16,1000,0.00017335001030005515
apply_lambda_lower,1,1,16,1000,0.00017304302309639752
apply_lambda_lower,1,1,16,1000,0.00017371500143781304
apply_lambda_lower,1,1,16,1000,0.0001734349934849888
apply_lambda_lower,1,1,16,1000,0.00018500298028811812
apply_lambda_lower,1,1,16,1000,0.00019185899873264134
apply_lambda_lower,1,1,16,1000,0.0001928719866555184
apply_lambda_lower,1,1,16,1000,0.00019172299653291702
apply_lambda_lower,1,1,16,1000,0.00019122299272567034
apply_lambda_lower,1,1,16,1000,0.00019148900173604488
apply_lambda_lower,1,1,16,1000,0.0001889260020107031
apply_lambda_lower,1,1,16,1000,0.00018589699175208807
apply_lambda_lower,1,1,16,1000,0.00015707997954450548
apply_lambda_lower,1,1,16,1000,0.000158619019202888
apply_lambda_lower,1,1,16,1000,0.00015926998457871377
apply_lambda_lower,1,1,16,1000,0.0001581899996381253
apply_lambda_lower,1,1,16,1000,0.00015988500672392547
apply_lambda_lower,1,1,16,1000,0.00015619699843227863
apply_lambda_lower,1,1,16,1000,0.00015632100985385478
apply_lambda_lower,1,1,16,1000,0.00015829000039957464
apply_lambda_lower,1,1,16,1000,0.00015661300858482718
apply_lambda_lower,1,1,16,1000,0.0002485490113031119
apply_lambda_lower,1,1,16,1000,0.00041899600182659924
apply_lambda_lower,1,1,16,1000,0.00023165898164734244
apply_lambda_lower,1,1,16,1000,0.00024940099683590233
apply_lambda_lower,1,1,16,1000,0.00026254402473568916
apply_lambda_lower,1,1,16,1000,0.0004601769906003028
apply_lambda_lower,1,1,16,1000,0.0003527980006765574
apply_lambda_lower,1,1,16,1000,0.000259391003055498
apply_lambda_lower,1,1,16,1000,0.000229797005886212
apply_lambda_lower,1,1,16,1000,0.00022844498744234443
apply_lambda_lower,1,1,16,1000,0.00022733199875801802
apply_lambda_lower,1,1,16,1000,0.00022771497606299818
apply_lambda_lower,1,1,16,1000,0.00021577399456873536
apply_lambda_lower,1,1,16,1000,0.00021173199638724327
apply_lambda_lower,1,1,16,1000,0.0002226519864052534
apply_lambda_lower,1,1,16,1000,0.00022252800408750772
apply_lambda_lower,1,1,16,1000,0.0002279499894939363
apply_lambda_lower,1,1,16,1000,0.0002300890046171844
apply_lambda_lower,1,1,16,1000,0.00022695600637234747
apply_lambda_lower,1,1,16,1000,0.00022662500850856304
apply_lambda_lower,1,1,16,1000,0.00022161001106724143
apply_lambda_lower,1,1,16,1000,0.0002162950113415718
apply_lambda_lower,1,1,16,1000,0.00021249699057079852
apply_lambda_lower,1,1,16,1000,0.00021233598818071187
apply_lambda_lower,1,1,16,1000,0.00017570200725458562
